Company,Project,Task,Status,Task Owner,Due Date,
Shoebacca,Facebook Pilot Campaign,"Shoebacca to Provide Image Content for Facebook Posts",Complete,Emma,2013-06-17,
Shoebacca,Facebook Pilot Campaign,"Produce Facebook Post for Promotion",Complete,Nolan Ether,2013-07-15,
Shoebacca,Facebook Pilot Campaign,"Shoebacca to Approve Facebook Post",Complete,Emma,2013-06-25,
Shoebacca,Facebook Pilot Campaign,"Launch Facebook Pilot Campaign",Complete,Evan Levy,2013-07-17,
Shoebacca,Facebook Pilot Campaign,"Shoebacca to Approve 2 Facebook Posts",Complete,Emma,2013-07-15,
Shoebacca,Facebook Pilot Campaign,"Post Mortem Analysis of Facebook Pilot Campaign",Not Complete,Jeff Cooper,2013-08-21,
Shoebacca,Facebook Pilot Campaign,"Produce Facebook Advertisement Rec",Complete,Evan Levy,2013-05-24,
Shoebacca,Video Ad Concepts,"Download Video Assets from Youtube",Complete,Nolan Ether,2013-05-13,
Shoebacca,Video Ad Concepts,"Get video assets from client (images / ideas)",Complete,Emma,2013-05-10,
Shoebacca,Video Ad Concepts,"Review video assets",Complete,Nolan Ether,2013-05-15,
Shoebacca,Video Ad Concepts,"Review Ad Concepts With Client",Complete,Emma,None Set,
Shoebacca,YouTube Ad Production,"Update shoe photos on Vans Ad",Complete,Nolan Ether,2013-06-26,
Shoebacca,YouTube Ad Production,"Get Approval for Vans Ad",Complete,Emma,2013-06-11,
Shoebacca,YouTube Ad Production,"Create Vine and Instagram Video Outlines",Complete,Nolan Ether,2013-07-05,
Shoebacca,YouTube Ad Production,"Prepare next 30 second YouTube Ad - Adidas Video",Complete,Nolan Ether,None Set,
Shoebacca,YouTube Ad Production,"Create Outline for New Video Concepts",Complete,Nolan Ether,2013-07-09,
Shoebacca,YouTube Ad Production,"Launch ""Vans"" ad",Complete,Evan Levy,2013-07-09,
Shoebacca,YouTube Ad Production,"Shoebacca to Review and Approve Concepts",Complete,Emma,2013-07-01,
Shoebacca,YouTube Ad Production,"Shoebacca to Review and Approve Instagram and Vine Concepts",Not Complete,Emma,2013-07-09,
Shoebacca,YouTube Ad Production,"Storyboard 30-Sec YouTube Ad",Not Complete,Nolan Ether,None Set,
Shoebacca,YouTube Ad Production,"Shoebacca to Approve Storyboard",Not Complete,Emma,2013-08-30,
Shoebacca,YouTube Ad Production,"Shoot Footage for 30-Sec YouTube Ad",Not Complete,Nolan Ether,None Set,
Shoebacca,YouTube Ad Production,"Edit Footage and Create 30-Sec YouTube Ad",Not Complete,Nolan Ether,None Set,
Shoebacca,YouTube Ad Production,"Shoebacca to Approved 30-Sec YouTube Ad",Not Complete,Emma,2013-08-12,
Shoebacca,YouTube Ad Production,"Get approval for Breakdancing Ad V2",Complete,Emma,2013-05-06,
Shoebacca,YouTube Ad Production,"Create Second  YouTube video from Breakdancing Content",Complete,Nolan Ether,2013-05-01,
Shoebacca,YouTube Ad Production,"Get approval for Breakdancing Ad",Complete,Emma,2013-05-03,
Shoebacca,YouTube Ad Production,"Determine best time to launch second ad",Complete,Evan Levy,2013-05-09,
Shoebacca,YouTube Ad Production,"Make Edits to Shoebacca Breakdancing ad",Complete,Nolan Ether,2013-05-03,
Shoebacca,YouTube Ad Production,"Communicate plans for second ad launch to client",Complete,Emma,2013-05-03,
Shoebacca,YouTube Ad Production,"Get Parkour 30-Second Video Approved",Complete,Emma,2013-04-30,
Shoebacca,YouTube Ad Production,"Launch Parkour 30-Second Ad on Youtube",Complete,Evan Levy,2013-04-30,
Shoebacca,YouTube Ad Production,"Fix Audio on Parkour Video - Send to Emma",Complete,Nolan Ether,2013-04-29,
Shoebacca,GeoTarget Analysis,"Geo Analysis by State and Brand",Complete,Christian,2013-07-22,
Shoebacca,GeoTarget Analysis,"Geo Segment PLAs at the State Level",Not Complete,Evan Levy,2013-08-14,
Shoebacca,GeoTarget Analysis,"Revise Bids based on Geo Analysis",Not Complete,Evan Levy,2013-08-16,
Shoebacca,Campaign Migration,"Upgrade Campaigns to ""Enhanced""",Complete,Evan Levy,2013-07-08,
Shoebacca,Campaign Migration,"Delete Irrelevant Legacy Campaigns",Complete,Evan Levy,2013-07-12,
Shoebacca,Campaign Migration,"Adjust Device Targeting",Complete,Evan Levy,2013-07-02,
Shoebacca,Mobile Effectiveness Strategy,"Research what web attributes are needed to drive the most conversions on tablets and phones",Complete,Christian,2013-08-09,
Shoebacca,Mobile Effectiveness Strategy,"Complete an analysis of Shoebacca's current tablet and desktop ROAS to try and project what it will be after moving to enhanced campaigns",Complete,Evan Levy,2013-06-25,
ICC,Ongoing Paid Media Mgmt,"Assess NY v CA CPL",Not Complete,Jeff Cooper,2013-08-13,
ICC,Ongoing Paid Media Mgmt,"Follow up with Yahoo",Not Complete,Jeff Cooper,2013-08-15,
ICC,Ongoing Paid Media Mgmt,"Correct Destination URLs for NY Campus",Complete,Nina Martinez,None Set,
ICC,Ongoing Paid Media Mgmt,"Metro campaign build - Baltimore",Complete,Nina Martinez,None Set,
ICC,Ongoing Paid Media Mgmt,"Evaluate Toronto and Dallas as geos",Complete,Jeff Cooper,2013-08-07,
ICC,Ongoing Paid Media Mgmt,"Resize two ads for ICC",Complete,Nuno,2013-07-25,
ICC,Ongoing Paid Media Mgmt,"Follow up on CVK geo analysis",Complete,Jeff Cooper,2013-07-25,
ICC,Ongoing Paid Media Mgmt,"Paused Ad Groups w/ Significant Spend & No Conversions (Within Converting Campaigns).",Complete,Nina Martinez,None Set,
ICC,Ongoing Paid Media Mgmt,"Pause Mid Intent Keywords over $250 CPL or $250 Cost with no conversions",Complete,Jeff Cooper,2013-07-18,
ICC,Ongoing Paid Media Mgmt,"Analyze top-10 keywords pre and post enhanced campaign change",Complete,Jeff Cooper,2013-07-22,
ICC,Ongoing Paid Media Mgmt,"Produce appropriate meta data for Culinary LP (culinary school focus)",Complete,Jeff Cooper,2013-07-22,
ICC,Ongoing Paid Media Mgmt,"Make Appropriate Adjustments to ""Watchlist"" Keywords",Complete,Nina Martinez,2013-07-19,
ICC,Ongoing Paid Media Mgmt,"Make Appropriate Adjustments to ""Opportunity"" Keywords",Complete,Nina Martinez,2013-07-19,
ICC,Ongoing Paid Media Mgmt,"Audit new budget allocations to ensure proper run rates",Complete,Jeff Cooper,2013-07-19,
ICC,Ongoing Paid Media Mgmt,"Make Campaign-Level Decision re: pausing Italian and Spanish",Complete,Jeff Cooper,2013-07-18,
ICC,Ongoing Paid Media Mgmt,"Keyword Quality Score Analysis & Optimization",Complete,Nina Martinez,2013-07-18,
ICC,Ongoing Paid Media Mgmt,"Keyword Quality Score Review",Complete,Nina Martinez,2013-07-25,
ICC,Ongoing Paid Media Mgmt,"Ad Group Keyword Build",Complete,Nina Martinez,2013-07-19,
ICC,Ongoing Paid Media Mgmt,"Weekly update on status of linkedin",Complete,Jeff Cooper,2013-07-16,
ICC,Ongoing Paid Media Mgmt,"Weekly update on status of linkedin",Complete,Jeff Cooper,2013-07-23,
ICC,Ongoing Paid Media Mgmt,"Weekly update on status of linkedin",Complete,Jeff Cooper,2013-07-30,
ICC,Ongoing Paid Media Mgmt,"Metro campaigns Round 2",Complete,Nina Martinez,2013-07-11,
ICC,Ongoing Paid Media Mgmt,"Metro campaign build - Houston",Complete,Nina Martinez,2013-07-31,
ICC,Ongoing Paid Media Mgmt,"Metro campaign build - Houston",Not Complete,Nina Martinez,2013-08-08,
ICC,Ongoing Paid Media Mgmt,"Keyword Level Optimization & SQRs",Complete,Nina Martinez,2013-07-16,
ICC,Ongoing Paid Media Mgmt,"Reporting on ad copy tests",Complete,Jeff Cooper,2013-07-09,
ICC,Ongoing Paid Media Mgmt,"Paid Media Slide",Complete,Jeff Cooper,2013-07-29,
ICC,Ongoing Paid Media Mgmt,"Follow Up on Culinary School QS Impact",Complete,Jeff Cooper,2013-08-01,
ICC,Ongoing Paid Media Mgmt,"Follow Up on Culinary School QS Impact",Not Complete,Jeff Cooper,2013-08-14,
ICC,Ongoing Paid Media Mgmt,"Keyword Quality Score Review",Not Complete,Nina Martinez,2013-08-15,
ICC,Ongoing Paid Media Mgmt,"Refresh Dayparting Analysis",Complete,Jeff Cooper,2013-08-02,
ICC,Ongoing Paid Media Mgmt,"Paid Media Slide",Complete,Jeff Cooper,2013-08-05,
ICC,Ongoing Paid Media Mgmt,"Paid Media Slide",Complete,Jeff Cooper,2013-08-13,
ICC,Ongoing Paid Media Mgmt,"Paid Media Slide",Not Complete,Jeff Cooper,2013-08-20,
ICC,Ongoing Paid Media Mgmt,"Weekly update on status of linkedin",Complete,Jeff Cooper,2013-08-05,
ICC,Ongoing Paid Media Mgmt,"Weekly update on status of linkedin",Complete,Jeff Cooper,2013-08-13,
ICC,Ongoing Paid Media Mgmt,"Weekly update on status of linkedin",Not Complete,Jeff Cooper,2013-08-20,
ICC,Ongoing Paid Media Mgmt,"Build Dallas Metro",Not Complete,Nina Martinez,2013-08-13,
ICC,Ongoing Paid Media Mgmt,"Build Maui Metro",Not Complete,Nina Martinez,2013-08-13,
ICC,Ongoing Paid Media Mgmt,"Check Status of A/B Culinary Test",Complete,Jeff Cooper,2013-08-13,
ICC,Ongoing Paid Media Mgmt,"Check Status of A/B Culinary Test",Not Complete,Jeff Cooper,2013-08-20,
ICC,Ongoing Paid Media Mgmt,"Build and Launch Italian Display",Not Complete,Unassigned,None Set,
ICC,Ongoing Paid Media Mgmt,"AdWords Morning Report",Complete,Jeff Cooper,2013-07-10,
ICC,Ongoing Paid Media Mgmt,"Add Location Extensions to BR Search",Complete,Jeff Cooper,2013-07-11,
ICC,Ongoing Paid Media Mgmt,"Build and Launch Philippines Test Campaign",Not Complete,Unassigned,None Set,
ICC,Ongoing Paid Media Mgmt,"Check Status of A/B Culinary Test",Complete,Jeff Cooper,2013-08-08,
ICC,Ongoing Paid Media Mgmt,"Check Status of A/B Culinary Test",Complete,Jeff Cooper,2013-08-09,
ICC,Ongoing Paid Media Mgmt,"Adjust Farm to Table destination URLs and relaunch ads",Complete,Nina Martinez,2013-07-30,
ICC,Ongoing Paid Media Mgmt,"Paid Media Slide",Complete,Jeff Cooper,2013-07-15,
ICC,Ongoing Paid Media Mgmt,"Paid Media Slide",Complete,Jeff Cooper,2013-07-22,
ICC,Ongoing Paid Media Mgmt,"Move to Campaign Level Budgets",Complete,Jeff Cooper,2013-07-11,
ICC,Ongoing Reporting & Analytics,"Follow up referral codes, inactive status, culinary page #3",Not Complete,Aarti Sura,2013-08-13,
ICC,Ongoing Reporting & Analytics,"Pastry Week 4 Analysis",Not Complete,Christian,2013-08-14,
ICC,Ongoing Reporting & Analytics,"Pastry Enrolls Analysis",Not Complete,Christian,2013-08-15,
ICC,Ongoing Reporting & Analytics,"Edits to next week's report",Complete,Christian,2013-08-12,
ICC,Ongoing Reporting & Analytics,"Yield analysis",Not Complete,Aarti Sura,2013-08-16,
ICC,Ongoing Reporting & Analytics,"TV Pastry Ad Analytics",Complete,Christian,2013-08-07,
ICC,Ongoing Reporting & Analytics,"follow up on chefs story analytics",Complete,Aarti Sura,2013-08-07,
ICC,Ongoing Reporting & Analytics,"Setup and Configure GA Account for Chef's Story site",Complete,Christian,2013-07-25,
ICC,Ongoing Reporting & Analytics,"Starts and Enroll by Source",Complete,Christian,2013-08-01,
ICC,Ongoing Reporting & Analytics,"NY Pastry Leads Time of Day",Complete,Christian,2013-07-29,
ICC,Ongoing Reporting & Analytics,"Updated Pastry TV analysis",Complete,Christian,2013-07-31,
ICC,Ongoing Reporting & Analytics,"TV Pastry Ad Analytics",Complete,Christian,2013-07-25,
ICC,Ongoing Reporting & Analytics,"Analyze Geos to Inform PPC",Complete,Christian,2013-07-19,
ICC,Ongoing Reporting & Analytics,"Revisions to sales reporting",Complete,Christian,2013-07-15,
ICC,Ongoing Reporting & Analytics,"Monthly sales analytics report",Not Complete,Aarti Sura,None Set,
ICC,Ongoing Reporting & Analytics,"Weekly Report: Leads & Net Enrolls + Seasonality Slides (3)",Complete,Christian,2013-07-09,
ICC,Ongoing Reporting & Analytics,"Weekly Report: Leads & Net Enrolls + Seasonality Slides (3)",Complete,Christian,2013-07-16,
ICC,Ongoing Reporting & Analytics,"Weekly Report: Leads & Net Enrolls + Seasonality Slides (3)",Complete,Christian,2013-07-23,
ICC,Ongoing Reporting & Analytics,"Weekly Report: Leads & Net Enrolls + Seasonality Slides (3)",Complete,Christian,2013-07-30,
ICC,Ongoing Reporting & Analytics,"Weekly Report: Leads & Net Enrolls + Seasonality Slides (3)",Complete,Christian,2013-08-06,
ICC,Ongoing Reporting & Analytics,"Weekly Report: Leads & Net Enrolls + Seasonality Slides (3)",Not Complete,Christian,2013-08-13,
ICC,Ongoing Reporting & Analytics,"Build and Deliver Weekly Report Pack",Complete,Aarti Sura,2013-07-08,
ICC,Ongoing Reporting & Analytics,"Build and Deliver Weekly Report Pack",Complete,Aarti Sura,2013-07-15,
ICC,Ongoing Reporting & Analytics,"Build and Deliver Weekly Report Pack",Complete,Aarti Sura,2013-07-22,
ICC,Ongoing Reporting & Analytics,"Build and Deliver Weekly Report Pack",Complete,Aarti Sura,2013-07-29,
ICC,Ongoing Reporting & Analytics,"Build and Deliver Weekly Report Pack",Complete,Aarti Sura,2013-08-05,
ICC,Ongoing Reporting & Analytics,"Build and Deliver Weekly Report Pack",Not Complete,Aarti Sura,2013-08-12,
ICC,Ongoing Reporting & Analytics,"Ongoing sales reporting",Complete,Christian,2013-07-16,
ICC,Ongoing Reporting & Analytics,"Ongoing sales reporting",Complete,Christian,2013-07-23,
ICC,Ongoing Reporting & Analytics,"Ongoing sales reporting",Complete,Christian,2013-07-30,
ICC,Ongoing Reporting & Analytics,"Ongoing sales reporting",Complete,Christian,2013-08-06,
ICC,Ongoing Reporting & Analytics,"Ongoing sales reporting",Complete,Christian,2013-08-13,
ICC,Ongoing Reporting & Analytics,"Ongoing sales reporting",Not Complete,Christian,2013-08-20,
ICC,Ongoing Reporting & Analytics,"Build-out Drip Campaign Data in Email Report",Complete,Jeff Cooper,2013-08-01,
ICC,Ongoing Reporting & Analytics,"Create July Email Report",Complete,Jeff Cooper,2013-08-01,
ICC,Ongoing Reporting & Analytics,"Review Email Report with Melanie",Not Complete,Aarti Sura,2013-08-12,
ICC,Ongoing Reporting & Analytics,"Adjust Formatting of July Email Report and Send Copy to AS",Complete,Jeff Cooper,2013-08-05,
ICC,Ongoing Reporting & Analytics,"Review July Email Report Internally w/CvK",Complete,Jeff Cooper,2013-08-06,
ICC,Ongoing Reporting & Analytics,"Follow Up on Pardot Keyword Tracking",Complete,Jeff Cooper,2013-07-22,
ICC,Add On Courses,"Video Script for Add On Courses",Complete,James Kotecki,2013-05-15,
ICC,Ongoing Homepage Design & Testing,"Banner to promote online tours",Not Complete,Nuno,2013-08-20,
ICC,Ongoing Homepage Design & Testing,"Copy for online tour banner",Not Complete,James Kotecki,2013-08-15,
ICC,Ongoing Homepage Design & Testing,"Brand Yourself banner edits",Not Complete,Nolan Ether,2013-08-14,
ICC,Ongoing Homepage Design & Testing,"Restaurant Mgmt Banner",Not Complete,Nolan Ether,2013-08-15,
ICC,Ongoing Homepage Design & Testing,"Bobby Flay banner edits",Complete,Nuno,2013-08-05,
ICC,Ongoing Homepage Design & Testing,"""Brand Yourself"" Webinar Banner",Complete,Nuno,2013-08-08,
ICC,Ongoing Homepage Design & Testing,"Bobby Flay homepage banner",Complete,Nuno,2013-08-01,
ICC,Ongoing Homepage Design & Testing,"alumni map copy - 2 versions",Complete,James Kotecki,2013-07-25,
ICC,Ongoing Homepage Design & Testing,"Alumni Map banner",Complete,Nuno,2013-07-29,
ICC,Ongoing Homepage Design & Testing,"Career Webinar banner edit",Complete,Nuno,2013-07-22,
ICC,Ongoing Homepage Design & Testing,"Career webinar banner copy",Complete,James Kotecki,2013-07-17,
ICC,Ongoing Homepage Design & Testing,"Career Webinar Banner design",Complete,Nuno,2013-07-17,
ICC,Ongoing Homepage Design & Testing,"webinar banner and entrepreneur banner edits",Complete,Nuno,2013-07-08,
ICC,Ongoing LP Design & Testing,"Organize new assets for culinary landing page",Complete,Jeff Cooper,2013-08-12,
ICC,Ongoing LP Design & Testing,"Weekly landing page PPT slide",Complete,Jeff Cooper,2013-08-13,
ICC,Ongoing LP Design & Testing,"Weekly landing page PPT slide",Not Complete,Jeff Cooper,2013-08-20,
ICC,Ongoing LP Design & Testing,"Get Online Tour Behind Wall",Not Complete,Jeff Cooper,2013-08-14,
ICC,Ongoing LP Design & Testing,"FCC language required for LP",Not Complete,Jeff Cooper,2013-08-14,
ICC,Ongoing LP Design & Testing,"Configure split test for Culinary pages",Complete,Jeff Cooper,2013-08-07,
ICC,Ongoing LP Design & Testing,"Culinary LP revisions as per Melanie's request",Complete,Nuno,2013-07-31,
ICC,Ongoing LP Design & Testing,"Pastry / Sommelier LP revisions",Complete,Nuno,2013-08-07,
ICC,Ongoing LP Design & Testing,"Proof Pastry/Sommelier LP revisions",Complete,Diane Pulvino,2013-08-02,
ICC,Ongoing LP Design & Testing,"Culinary copy revisions as per Melanie's request",Complete,James Kotecki,2013-07-31,
ICC,Ongoing LP Design & Testing,"Pastry / Sommelier LP revisions",Complete,James Kotecki,2013-08-07,
ICC,Ongoing LP Design & Testing,"proof wine and pastry LP designs",Complete,Diane Pulvino,2013-07-31,
ICC,Ongoing LP Design & Testing,"Proof farm-to-table LP copy",Complete,Diane Pulvino,2013-07-31,
ICC,Ongoing LP Design & Testing,"farm to table page edits",Complete,James Kotecki,2013-07-31,
ICC,Ongoing LP Design & Testing,"Proof landing page copy for ICC",Complete,Diane Pulvino,2013-07-25,
ICC,Ongoing LP Design & Testing,"Follow up w/ Aarti on pastry and wine landing page",Complete,James Kotecki,2013-07-25,
ICC,Ongoing LP Design & Testing,"Bullet indention edit to Cul LPs",Complete,Nuno,2013-07-22,
ICC,Ongoing LP Design & Testing,"Send final LPs to ZC for client approval",Complete,Aarti Sura,2013-07-22,
ICC,Ongoing LP Design & Testing,"Work with Redding - pending approval - on culinary LP design",Complete,Nuno,2013-07-26,
ICC,Ongoing LP Design & Testing,"Wine and Pastry LP design",Complete,Nuno,2013-07-26,
ICC,Ongoing LP Design & Testing,"Wine and Pastry LP Copy",Complete,James Kotecki,2013-07-25,
ICC,Ongoing LP Design & Testing,"Landing page copy",Complete,James Kotecki,2013-07-17,
ICC,Ongoing LP Design & Testing,"Landing Page Design",Complete,Nuno,2013-07-17,
ICC,Ongoing LP Design & Testing,"Review Medium-intent copy for Culinary and Pastry",Complete,Aarti Sura,2013-06-28,
ICC,Ongoing LP Design & Testing,"Proof medium-intent landing page copy",Complete,Diane Pulvino,2013-06-28,
ICC,Ongoing LP Design & Testing,"Write two additional medium-intent landing pages",Complete,James Kotecki,2013-06-28,
ICC,Ongoing LP Design & Testing,"Follow up w/ Phil on medium-intent landing page",Complete,Aarti Sura,2013-06-26,
ICC,Ongoing LP Design & Testing,"Send James keyword data for additional medium-intent landing pages",Complete,Jeff Cooper,2013-07-01,
ICC,Ongoing LP Design & Testing,"Revisions of new Career landing pages based on Melanie's feedback",Not Complete,James Kotecki,None Set,
ICC,Ongoing LP Design & Testing,"Revisions of new medium landing pages based on Melanie's feedback",Not Complete,James Kotecki,None Set,
ICC,Ongoing LP Design & Testing,"Revisions of farm to table landing pages based on Melanie's feedback",Not Complete,James Kotecki,None Set,
ICC,Ongoing LP Design & Testing,"Follow-up with Melanie on approval for Culinary, Pastry, and Italian landing page copy changes",Not Complete,Aarti Sura,None Set,
ICC,Ongoing LP Design & Testing,"Work with Phil to make changes to Culinary, Italian, and Pastry landing pages",Not Complete,Aarti Sura,None Set,
ICC,Ongoing LP Design & Testing,"Stop VWO tests for Culinary, Italian, and Pastry",Not Complete,James Kotecki,None Set,
ICC,Ongoing LP Design & Testing,"Obtain Melanie's approval for Farm-to-Table landing page",Not Complete,Aarti Sura,None Set,
ICC,Ongoing LP Design & Testing,"Landing Page ideal wireframes and analysis of what we can accomplish in VWO",Not Complete,James Kotecki,None Set,
ICC,Ongoing LP Design & Testing,"Send Feedback on New Landing Page to Team",Complete,Nina Martinez,2013-08-08,
ICC,Ongoing LP Design & Testing,"Review new Culinary page and comments",Complete,Jeff Cooper,2013-08-08,
ICC,Website Information Architecture,"V1e information Architecture",Not Complete,Nuno,None Set,
ICC,Website Information Architecture,"V1b information architecture",Complete,Nuno,None Set,
ICC,Website Information Architecture,"Front-end SEO analysis of current pages - preserve vs. modify vs. redirect",Complete,Jeff Cooper,2013-05-01,
ICC,Website Information Architecture,"Full map of current IA",Complete,Nuno,2013-05-01,
ICC,Website Information Architecture,"V1 of IA delivered to developer",Complete,Nuno,2013-05-02,
ICC,Website Information Architecture,"V1.5 of IA delivered to ICC",Not Complete,Nuno,None Set,
ICC,Website Information Architecture,"Full video resource and download audit",Complete,James Kotecki,2013-05-01,
ICC,Website Information Architecture,"ICC Feedback on IA V1.5",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Information Architecture,"V2 of IA delivered to developer",Not Complete,Nuno,None Set,
ICC,Website Information Architecture,"V2.5 of IA delivered to ICC",Not Complete,Nuno,None Set,
ICC,Website Information Architecture,"ICC Feedback on IA V2.5",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Information Architecture,"V3 of IA delivered and locked",Not Complete,Nuno,None Set,
ICC,Website Information Architecture,"Help NG add redirect map to IA",Not Complete,Unassigned,None Set,
ICC,Website Wireframes,"V1 - Homepage, Course Page, and General Page wireframes delivered to developer",Not Complete,Nuno,None Set,
ICC,Website Wireframes,"Delivery of V1.5 Homepage, Course Page, and General Page Wireframes to ICC",Not Complete,Nuno,None Set,
ICC,Website Wireframes,"ICC Feedback on Homepage wireframe - Dorothy, Dana, Melanie, Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Wireframes,"V2 - Homepage, Course Page, and General Page Wireframe delivered",Not Complete,Nuno,None Set,
ICC,Website Wireframes,"Delivery of V2.5 Homepage, Course Page, and General Page Wireframes to ICC",Not Complete,Nuno,None Set,
ICC,Website Wireframes,"ICC approval of Homepage, Course Page, and General Page wireframes - Dorothy, Dana, Melanie, Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Wireframes,"Wireframes delivered and locked",Not Complete,Nuno,None Set,
ICC,Website Branding,"ICC approval of ""mini brand book"" - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Branding,"V1 of ""mini brand book"" to include logo, mission, tagline, values, voice guidelines, colors, and font choice",Not Complete,Nuno,None Set,
ICC,Website Branding,"ICC feedback on ""mini brand book"" - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Branding,"V2 of ""mini brand book""",Not Complete,Nuno,None Set,
ICC,Website Branding,"ICC approval of ""mini brand book"" - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Course Catalog,"Delivery of Word document of course catalog copy",Complete,James Kotecki,2013-05-03,
ICC,Website Course Catalog,"V2 of copy delivered to Melanie",Not Complete,James Kotecki,None Set,
ICC,Website Course Catalog,"ICC feedback on course catalog PDF - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Course Catalog,"Deliver InDesign templates to Melanie",Not Complete,Nuno,None Set,
ICC,Website Course Catalog,"ICC feedback on course catalog PDF - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Course Catalog,"ICC feedback on course catalog copy",Not Complete,aart@threeshipsmedia.com,None Set,
ICC,Website Website Copy,"Full inventory of all copy needs based on approved IA and course catalog",Not Complete,James Kotecki,None Set,
ICC,Website Website Copy,"ICC approval of copy needs - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Website Copy,"ICC feedback on V1 copy - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Website Copy,"ICC approval of copy needs - Dorothy, Dana, Melanie, and Zach",Not Complete,James Kotecki,None Set,
ICC,Website Website Copy,"V2 copy delivered",Not Complete,James Kotecki,None Set,
ICC,Website Website Copy,"V2.5 - Copy changes per Education Department",Not Complete,James Kotecki,None Set,
ICC,Website Website Copy,"ICC approval of V2.5 copy - Dorothy, Dana, Melanie, and Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website Website Copy,"Website copy locked",Not Complete,James Kotecki,None Set,
ICC,Website Website Copy,"V1 of all necessary copy delivered",Not Complete,James Kotecki,None Set,
ICC,Website High-fidelity mockups and final approvals,"V1 of Homepage mockups delivered to developer",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"V1.5 Homepage mockups delivered to ICC",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"ICC feedback on V1.5 Homepage mockup - Dorothy, Dana, Melanie, Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website High-fidelity mockups and final approvals,"V2 of Homepage, V1 of Course Page, and General Page mockups delivered to developer",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"V2.5 of Homepage, V1.5 of Course Page and General Page mockups delivered to ICC",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"ICC feedback on V2.5 Homepage mockup, V1.5 of Course Page and General Page Mockup - Dorothy, Dana, Melanie, Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website High-fidelity mockups and final approvals,"Copy changes based on ICC mockup feedback delivered to ICC",Not Complete,James Kotecki,None Set,
ICC,Website High-fidelity mockups and final approvals,"Final Homepage, Course Page, and General Page mockups delivered to ICC",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"Final ICC approval of Homepage, Course Page, General Page mockups - Dorothy, Dana, Melanie, Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website High-fidelity mockups and final approvals,"ICC final copy approval - Dorothy, Dana, Melanie, Zach",Not Complete,zach@threeshipsmedia.com,None Set,
ICC,Website High-fidelity mockups and final approvals,"Photoshop files and guidance ready for developer",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"Auxiliary graphics ready for developer",Not Complete,Nuno,None Set,
ICC,Website High-fidelity mockups and final approvals,"Final copy ready for developer",Not Complete,James Kotecki,None Set,
ICC,Social Advertising Rec,"Produce Social Advertising Proposal",Complete,Evan Levy,2013-05-14,
ICC,Social Advertising Rec,"Internal Review Of Advertising Proposal",Complete,Aarti Sura,2013-05-15,
ICC,Paid Media Partnership Rec,"Research Potential Affiliate Networks or Partners",Complete,Evan Levy,2013-05-13,
ICC,Paid Media Partnership Rec,"follow up on Gragg Proposal",Complete,Aarti Sura,2013-05-28,
ICC,Paid Media Partnership Rec,"Launch Affiliate Program",Complete,Aarti Sura,2013-05-28,
ICC,Email Support,"Create retention email template",Complete,Nuno,2013-07-11,
ICC,Email Support,"Create call to action email template in Pardot",Complete,Nuno,2013-06-13,
ICC,Email Support,"Create an email newsletter template for ICC in Pardot",Complete,Nuno,2013-06-07,
ICC,Email Support,"Collaborate With Client On Email Management / Timeline",Complete,Aarti Sura,2013-05-15,
ICC,Slider Testing,"follow up with vendor on new slider design",Complete,Aarti Sura,2013-06-04,
ICC,Slider Testing,"Suggest design mockup I can send to vendor",Complete,Nuno,2013-05-23,
ICC,Slider Testing,"Measure Current Slider Conversion Rate",Complete,Aarti Sura,2013-05-13,
ICC,Slider Testing,"Produce Slider Variation",Complete,Aarti Sura,2013-05-13,
ICC,Slider Testing,"Measure New Conversion Rate",Complete,Aarti Sura,2013-05-14,
ICC,Slider Testing,"Report  On Learnings And Project Plan New Test Cycle",Complete,Aarti Sura,2013-05-21,
